ID,day,Gammaproteobacteria,Bacilli,Bacteroidia,Clostridia,Actinobacteria,Alphaproteobacteria,Deinococci
1_D,7,0.719752191572872,0.0409595054772227,0.0443374680324394,0.0615555038908111,0.0177924262523762,0.115602904774278,0
1_D,6,0.848194130925508,0.0496179892342421,0.00225733634311512,0,0.0162788678590033,0.0836516756381316,0
1_D,5,0.782113821138211,0.146341463414634,0,0.016260162601626,0.0227642276422764,0.032520325203252,0
1_D,4,0.743071639645396,0.046428666506935,0.093709235151612,0.0702286824801001,0.00383355961983867,0.0427282165961185,0
1_D,3,0.875768463073852,0.0279441117764471,0,0.0562874251497006,0.00455089820359281,0.0354491017964072,0
1_D,2,0.588610254973382,0.202998038666293,0.010997478285234,0.05554777248529,0.00476323900252171,0.137083216587279,0
1_D,1,0.509923419269476,0.415821338358526,0,0.00104246020608636,0.00216510965879476,0.0710476725071168,0
1_D,0,0.615419381567549,0.0472298595156491,0,0.0134834846145155,0.00112990094535046,0.322737373356936,0
1_F,7,0.52519045678277,0.0561494811424272,0.0368686710348936,0.0965921560021318,0.0528576355143117,0.232341599523466,0
1_F,6,0.874248133498724,0.0299342336227678,0.00411917522877806,0.00683408617501814,0.0116787979497741,0.0731855735249374,0
1_F,5,0.723491806892498,0.0624586670585642,0.00132265412594607,0.00617238592108164,0.0543757807333382,0.152178705268572,0
1_F,4,0.384651385417221,0.586959527734936,0.00085092804339733,0.000829654842312397,0.00586076689889911,0.0208477370632346,0
1_F,3,0.636434550047051,0.275295923926502,0.000557178941112377,0.0397825763954237,0.00422217819820712,0.0437075924917042,0
1_F,2,0.760455812825797,0.217335434598133,0.000193962904594496,0.00206085586131652,0.000169717541520184,0.0197842162686386,0
1_F,1,0.43138499697341,0.108986756824591,0,0.0170005757902352,0.00188239115349977,0.440745279258264,0
1_F,0,0.230722525804493,0.259929233925842,0,0.0538910872432636,0.0177962020811088,0.437660950945292,0
1_G,7,0.607688010236263,0.0949918001766116,0.0399538647299465,0.108381841446052,0.0254284632990322,0.123411847393177,0.000144172718917263
1_G,6,0.633474488024991,0.240583130857341,0.00429017702186741,0.00280458174245054,0.0551336341548074,0.0633530024297119,0.000360985768830267
1_G,5,1,0,0,0,0,0,0
1_G,4,0.697027090293886,0.190078951288545,0.0221318975974123,0.0114702815432742,0.0281330467536337,0.0511587325232491,0
1_G,3,0.870507168092499,0.0558264474875179,0.0013431049081725,0.00515343513679231,0.0120295483079798,0.0551402960670385,0
1_G,2,0.873726053111025,0.120830342847678,0,4.41671727488544e-05,5.5208965936068e-05,0.00534422790261138,0
1_G,1,0.468777015904596,0.47939981762414,0.000971092241920394,0.0344264042349096,0.0104925332480667,0.00593313674636729,0
1_G,0,0.672831351827389,0.133458094818729,0,0.0214296198444151,0.0319976515485102,0.140283281960957,0
2_D,7,0.697214302464793,0.0424951555769492,0.0467656533491317,0.0857061749422989,0.0181187593339998,0.109699954332827,0
2_D,6,0.877521983993677,0.0134374073708132,0.013002667720581,0.00907024997529888,0.00990020748937852,0.077067483450252,0
2_D,5,0.773921493770173,0.124492416617499,0.00784368167146774,0.0185680074966161,0.0241904695797036,0.0509839308645403,0
2_D,4,0.703011669582647,0.114249800411068,0.00181753325066671,0.145810331062832,0.00071342426661684,0.0343972414261691,0
2_D,3,0.609821638507272,0.0874676698800847,0.000369487084746901,0.0063820496456283,0.00883410029894864,0.287125054583319,0
2_D,2,0.142202365795505,0.780041204657515,0.00155096182782009,0.00460658811546564,0.0123150998865714,0.0592837797171231,0
2_D,1,0.568271417740713,0.424412433661865,0,3.79075056861259e-05,0.000398028809704321,0.00688021228203184,0
2_D,0,0.342225577786167,0.600897613355144,0,0.0375403716287068,0.010821693720901,0.008514743509081,0
2_F,7,0.617820063643084,0.167255954485552,0.0500305358233422,0.0299411783613513,0.0232715116839703,0.111343254797339,0.000337501205361448
2_F,6,0.261440465442873,0.703902096499147,0.000792456615508075,0.000842612097502257,0.00587822248971813,0.0271441468552513,0
2_F,5,0.858181613212333,0.0364128290400767,0.000338199650527028,0.00634124344738177,0.0255904402232118,0.0731356744264698,0
2_F,4,0.942650232251929,0.016349072821038,0,0.00471818880070224,0.00391353644709411,0.0323689696792363,0
2_F,3,0.83465204957102,0.0796234509056244,0.00956863679694948,0.00854385128693994,0.00513584366062917,0.062476167778837,0
2_F,2,0.00391391101181848,0.989213295359585,2.55811177243038e-05,0.00675341507921619,2.55811177243038e-05,6.82163139314767e-05,0
2_F,1,0.182085858823161,0.673824178922144,0,0.0329684098419709,0.0195774405237357,0.0915441118889881,0
2_F,0,0.24057966090177,0.0694335904318576,0,0.174645781658795,0.00511365566919235,0.510227311338385,0
2_G,7,0.489802891494223,0.052021269780255,0.0377132850705789,0.101928374655647,0.0462340102932069,0.271958485489141,0.000341683216947488
2_G,6,0.873064254461433,0.0173213378562181,0.00244170230896547,0.00478508103501958,0.0155351260999951,0.0868524982383691,0
2_G,5,0.709221631759925,0.0406376992810253,0.0622694592060019,0.114285714285714,0.0268208815254767,0.0467646139418568,0
2_G,4,0.400013915947676,0.271639298636237,0.00375730587252992,0.0173949345950459,0.000695797383801837,0.306498747564709,0
2_G,3,0.610707148020581,0.0582982523281031,0.00654845430964834,0.00786664965769443,0.285750733511928,0.0308287621720458,0
2_G,2,0.0699110223352097,0.882767386962048,0,0.0327946250226984,0.000108952242600327,0.0144180134374433,0
2_G,1,0.526840044959498,0.373183209953103,0,0.0678655866051703,0.0221987519863571,0.00991240649587225,0
2_G,0,0.253804641122504,0.407663248785753,0.00234754452239611,0.0728278467350243,0.0050728548300054,0.258283864004317,0
3_D,7,0.681913588981652,0.0502688552426772,0.0503749823121551,0.0917173718220839,0.0149757086929862,0.110749492948446,0
3_D,6,0.498783582284773,0.454050801789311,0.00222355926439428,0.00215816046250033,0.00272059015878829,0.0400633060402333,0
3_D,5,0.381021756021756,0.0615384615384615,0.262975912975913,0.271037296037296,0.00584693084693085,0.0175796425796426,0
3_D,4,0.875966888315918,0.05414574569141,0.00284977608902158,0.00244266521916135,0.0313475369792373,0.0332473877052517,0
3_D,3,0.937410089483822,0.0112891034550021,0.00021944261575598,0.00592495062541146,0.00170677590032429,0.043449637919684,0
3_D,2,0.183476653540143,0.49377159848911,0.00377722414208792,0.0162340271638672,0.00755444828417584,0.295186048380616,0
3_D,1,0.78733575966936,0.192832027635556,0,0.000339275800382456,0.000586021837024243,0.0189069150576769,0
3_D,0,0.404142273822994,0.0992768239287647,0,9.83913022088847e-05,0.0058050868303242,0.490677424115708,0
3_F,7,0.48121457259236,0.0652861252741618,0.0462870652576409,0.149144045347082,0.052211809610619,0.20500185148261,0.000854530435525679
3_F,6,0.773498753341945,0.139730842019886,0,0.00177235723512271,0.011850761512812,0.073147285890234,0
3_F,5,0.910548213411649,0.0151912453674568,0.00101391511083141,0.00117124676596042,0.00468498706384169,0.0673903922802601,0
3_F,4,0.627501807033723,0.0471822736222926,0.0403030831734005,0.244934074424865,0.00802572219037412,0.0320530395553451,0
3_F,3,0.832922898634701,0.125955166044979,0.00697135407235722,0.00724296526998153,0.002353963712744,0.023521529714265,0.00103212255097237
3_F,2,0.0139672920471526,0.961595135314627,0,0.0242404117549394,5.18844429686203e-05,0.000145276440312137,0
3_F,1,0.660585484903768,0.138409307832643,0,0.000326209087943554,0.000749072720462975,0.199929925455182,0
3_F,0,0.31284053021062,0.0671911848418313,0,0.0406399934943482,0.0130519638936326,0.566276327559567,0
3_G,7,0.680989534491166,0.0913012491091189,0.0546719681908549,0.0721519936981882,0.0204996436475487,0.0803856108631231,0
3_G,6,0.810365075312739,0.0654582588715854,0.00488469066462429,0.0166283720534423,0.0140413581822824,0.0886222449153263,0
3_G,5,0.0615226060850473,0.932711983390838,0.000238980747113561,0.000224044450418963,0.0012098400322624,0.00409254529431973,0
3_G,4,0.890944498539435,0.0175267770204479,0.00770853618954885,0.00316455696202532,0.0165530671859786,0.0641025641025641,0
3_G,3,0.0440065101373942,0.953810827519209,0.000365879814789114,0.000252330906751113,0.000328030178776447,0.00123642144308046,0
3_G,2,0.102718689568877,0.895136259486163,3.25007718933325e-05,0.00191754554170662,0.000162503859466662,3.25007718933325e-05,0
3_G,1,0.103193878018604,0.665032305365898,0,0.0821610227741374,0.0849562388305916,0.0646565550107685,0
3_G,0,0.0464398507034166,0.576131687242798,0,0.0962293042396402,0.0426595846492487,0.238539573164896,0
4_D,7,0.439941375135411,0.0437934110750016,0.113808704517938,0.166252469253807,0.0140189893583126,0.22218505065953,0
4_D,6,0.913816842183604,0.01161016633796,0.00178617943660924,0.00874483682506605,0.00714471774643694,0.0568972574703234,0
4_D,5,0.926985068190394,0.0209557436256806,0.00103767990943884,0.00154978168292814,0.0104172281817692,0.0390544984097892,0
4_D,4,0.175661591688066,0.813142654532561,0.000666158094358071,0.00285803311450398,0.00314813422011153,0.00452342835039916,0
4_D,3,0.882291336083783,0.012535702951444,0.0320215804506506,0.0293557600761663,0.00301491589971438,0.0407807045382418,0
4_D,2,0.457768090171222,0.430550377147446,0,0.111366048125735,0,0.000315484555596983,0
4_D,1,0.663772184899228,0.285831745713426,0,0.0309034392860724,0,0.0194926301012734,0
4_D,0,0.44303653831606,0.519555185717528,0,0.0245858234359634,0.00329071790604433,0.00953173462440427,0
4_F,7,0.605533333333333,0.0454,0.0506,0.0826,0.0211666666666667,0.1947,0
4_F,6,0.789098607508125,0.0168768822494558,0,0.00754390672988043,0.0155947162835078,0.170557891284253,0.00032799594477741
4_F,5,0.852909036099179,0.0238714296480518,0.00114929535006406,0.00301454518049589,0.0329715879116738,0.0855754013113272,0.000508704499208682
4_F,4,0.90749098839851,0.0206585284584861,0.00060582194892921,0.00442250022718323,0.00817859631054433,0.0586435646563475,0
4_F,3,0.635816516522164,0.312313103007278,0.00479584736040323,0.00225686934607211,0.00727840364108255,0.0375392601229994,0
4_F,2,0.00119524888567942,0.572486864712767,0,0.425956821634005,0,0.000361064767548993,0
4_F,1,0.251577055673733,0.412931856524609,0,0.035703806939045,0.0074818455218954,0.292305435340717,0
4_F,0,0.342510912365312,0.0601935227862397,0.00115991575348738,0.130093708983242,0.011141296053234,0.454900644058484,0
4_G,7,0.298743896529874,0.0641470051064147,0.125125796712513,0.127884006112788,0.0509150546050915,0.333184240933318,0
4_G,6,0.857839155158408,0.0338905753416848,0.00156768851454387,0.00608548177918395,0.0198668889934015,0.0807502102127781,0
4_G,5,0.873514490235597,0.0489957606504969,0.00215442351796511,0.00653276808673292,0.02474112169018,0.0440614358190284,0
4_G,4,0.181818181818182,0,0.363636363636364,0.454545454545454,0,0,0
4_G,3,0.693595692183548,0.231203736751447,0.00121040952188824,0.00434505982216291,0.00946602318399777,0.0601790785369563,0
4_G,2,0.515392084071049,0.481341024615912,0,0.00287851961848192,0,0.000388371694557085,0
4_G,1,0.187805334386629,0.717834646487745,0,0.0300397064632144,0.0302683824293703,0.0340519302330416,0
4_G,0,0.245049563509901,0.369514301260971,0,0.0211975679576049,0.0319028129361944,0.332335754335329,0
5_D,7,0.613088635676112,0.0760310577795704,0.037435716446506,0.105475446203489,0.023696682464455,0.144272461429868,0
5_D,6,0.898778604520567,0.0207543637980252,0.00126351256493051,0.0132668819317703,0.00503065187888998,0.0609059853058168,0
5_D,5,0.846754138616334,0.0534196260418076,0.00452620516715744,0.00810554902348424,0.00660721903711488,0.080587262114102,0
5_D,4,0.307692307692308,0.153846153846154,0.307692307692308,0.230769230769231,0,0,0
5_D,3,0.905850706119704,0.0189259294841003,0,0.0283408588721299,0.00566817177442598,0.0412143337496397,0
5_D,2,0.0624743159943766,0.749854006704877,7.57002271006813e-05,0.187314804801557,2.16286363144804e-05,0.000259543635773764,0
5_D,1,0.434420131291028,0.548512035010941,0,0.0135886214442013,0.00321663019693654,0.000262582056892779,0
5_D,0,0.843885083460797,0.0133670279976059,0.00166256567134402,0.0157943738777682,0.0167254106537208,0.108565538338764,0
5_F,7,0.568134429044523,0.0634531256388241,0.0437466781143955,0.0812379901058915,0.0419068645488368,0.199231366777055,0.00228954577047304
5_F,6,0.177950135024807,0.773754945676066,0,0.000471016768196948,0.000314011178797965,0.0475098913521321,0
5_F,5,0.892195049061115,0.0335209443641978,0.0108681575932659,0.0250336205608408,0.00821835931663097,0.0301638691039498,0
5_F,4,0.522941386158782,0.00817334623414982,0.0290395681621429,0.391773183276468,0.0023552477466008,0.0457172684218567,0
5_F,3,0.865142150803461,0.0381953028430161,0.00914709517923362,0.0483312731767614,0.0069221260815822,0.0322620519159456,0
5_F,2,0.290789257516163,0.64249060177624,2.89919499019106e-05,0.0645167525150517,0.00201010852653247,0.000164287716110827,0
5_F,1,0.42235708026524,0.307707398736578,0,0.0353392014020586,0.0119410402961064,0.222655279300017,0
5_F,0,0.134134723156243,0.185664649181798,0,0.0516420085182694,0.011852723604573,0.616705895539117,0
5_G,7,0.654469328140214,0.0482765335929893,0.0404284323271665,0.0957935735150925,0.0204284323271665,0.140603700097371,0
5_G,6,0.840218310117976,0.0234848763276857,0.00189275607335808,0.0146642655003859,0.0280238156492337,0.0917159763313609,0
5_G,5,0.652056682952541,0.210108054412391,0.00119609949926004,0.00206783303261905,0.0911873821639264,0.0433839479392625,0
5_G,4,0.668251989644261,0.0892703039601112,0.115734969795762,0.0702656055230607,0.0088599098667178,0.0476172212100873,0
5_G,3,0.880265145158584,0.0595737539855681,0,0.00839066957543212,0.00704816244336298,0.0447222688370532,0
5_G,2,0.34165219591794,0.612623146798838,0,0.0022426024659901,0.012696445867765,0.0307856089494673,0
5_G,1,0,0,0,0,0,0,0
5_G,0,0.513299166833682,0.197469006785581,0,0.036103873793913,0.0649354367681164,0.188192515818708,0
